Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2023-072/00:00.000000,-148264167.2032395,19925066.18254694,8867256.909332134,-4.854104459927622,-27.64531680560671,-11.83410422699102,149859600.23950797,30.460989712180016
2023-073/00:00.000000,-148660977.7055638,17533367.29750291,7843238.401975235,-4.331088012588842,-27.71671192130765,-11.8694848380269,149896703.2652603,30.460779921428454
2023-074/00:00.000000,-149012537.5115953,15135876.55073109,6816312.838443277,-3.806661022896747,-27.77938171428205,-11.90139471236283,149934296.32780853,30.460267770827084
2023-075/00:00.000000,-149318732.0618652,12733349.65332033,5786780.889471376,-3.280994321872218,-27.83328487250178,-11.92981574165799,149972360.0235042,30.459434895675674
2023-076/00:00.000000,-149579461.8142318,10326545.661185,4754944.760185193,-2.754263228591527,-27.87838271053696,-11.95472913615769,150010874.41115788,30.458262215800087
2023-077/00:00.000000,-149794642.5653924,7916226.953960121,3721108.368950995,-2.226648165520768,-27.91463900747335,-11.97611503878296,150049819.1867413,30.45672937780308
2023-078/00:00.000000,-149964205.9397238,5503158.933757464,2685577.405056017,-1.698334530693633,-27.94202088147785,-11.99395274601376,150089173.98460367,30.454815277599394
2023-079/00:00.000000,-150088099.6661085,3088109.588604836,1648659.328417057,-1.169511614292228,-27.96049890504726,-12.00822061882681,150128918.4660841,30.4524977442825
2023-080/00:00.000000,-150166288.1373739,671849.3271479284,610663.5295439848,-0.6403733777948362,-27.97004820411226,-12.01889656487645,150169032.7078839,30.44975450213927
2023-081/00:00.000000,-150198752.6352293,-1744849.496026533,-428098.6770971144,-0.1111173317110683,-27.97064868370962,-12.02595818589948,150209497.2410863,30.4465631087963
2023-082/00:00.000000,-150185491.7157851,-4161209.728871427,-1467312.616789194,0.4180511966309143,-27.96217045060194,-12.02933322228352,150250293.15989769,30.442775840653145
2023-083/00:00.000000,-150126521.4671858,-6576453.019118523,-2506661.638098387,0.946938640405175,-27.94483302804666,-12.02909896879481,150291402.06518131,30.438620332649116
2023-084/00:00.000000,-150021875.1318281,-8989810.725112842,-3545831.665157813,1.475335226467964,-27.91852179600535,-12.02518607104231,150332806.2571201,30.433954283787592
2023-085/00:00.000000,-149871604.045792,-11400507.46750627,-4584503.936133906,2.003034389645983,-27.88323923077355,-12.01757454787415,150374489.01364803,30.428757365038194
2023-086/00:00.000000,-149675777.38291,-13807768.62515597,-5622358.177106547,2.529829211042204,-27.83899620114841,-12.00624696410801,150416434.34497425,30.4230128601319
2023-087/00:00.000000,-149434482.2845878,-16210820.67893293,-6659072.59937989,3.055512117558932,-27.78581096980388,-11.99118824710055,150458627.03956565,30.416706612117384
2023-088/00:00.000000,-149147823.736743,-18608892.10755555,-7694324.304355877,3.579876283383632,-27.72370913197464,-11.97238608196379,150501052.54574734,30.409827206583515
2023-089/00:00.000000,-148815924.5732526,-21001213.90555577,-8727789.446031684,4.102715961014748,-27.6527238415544,-11.94983131241865,150543696.98102003,30.402366396537253
2023-090/00:00.000000,-148438925.3669664,-23387020.23130378,-9759143.511548912,4.623827240058527,-27.57289601859929,-11.92351839615189,150586547.08000392,30.394319603204945
2023-091/00:00.000000,-148016984.1140989,-25765549.17019793,-10788061.72813338,5.143008920432241,-27.48427442701726,-11.89344573765396,150629590.00848842,30.385686318557294
2023-092/00:00.000000,-147550276.1787324,-28136043.32800258,-11814219.31199212,5.660062770323633,-27.38691630151517,-11.85961602860214,150672813.44863543,30.376470950656493
2023-093/00:00.000000,-147038993.7915983,-30497750.67850398,-12837291.94613653,6.174794093745115,-27.28088795996955,-11.822036298166,150716205.35365203,30.366683589416144
2023-094/00:00.000000,-146483345.9460883,-32849925.34898055,-13856956.07398158,6.687010903659619,-27.16626601424482,-11.78071750494871,150759754.1342889,30.35634083538035
2023-095/00:00.000000,-145883558.1587763,-35191828.56034277,-14872889.21279811,7.196522778522958,-27.04313815198338,-11.73567339410896,150803448.8067889,30.345465744032595
2023-096/00:00.000000,-145239872.2738764,-37522729.555553,-15884770.14242072,7.703139335809071,-26.91160227641207,-11.68691858960269,150847279.2393308,30.334085758939185
2023-097/00:00.000000,-144552546.826421,-39841906.43717764,-16892278.86399246,8.206668881408536,-26.77176389345322,-11.63446712320144,150891236.94824806,30.322229161734466
2023-098/00:00.000000,-143821856.6982909,-42148646.45957314,-17895096.55467999,8.706920635387563,-26.62373017113207,-11.57833217575292,150935315.09629923,30.309920012237928
2023-099/00:00.000000,-143048093.2245517,-44442246.14517976,-18892905.58872395,9.203708742326368,-26.46760613227928,-11.51852860479183,150979508.8718771,30.297176934599868
2023-100/00:00.000000,-142231563.382641,-46722010.91125184,-19885389.79508507,9.696856988858299,-26.30349310145185,-11.4550756889067,151023814.85435942,30.28401465854678
2023-101/00:00.000000,-141372588.7913028,-48987254.72374537,-20872234.88557422,10.18620062825876,-26.13149048761164,-11.38799865875843,151068230.20093432,30.270447499089943
2023-102/00:00.000000,-140471504.9064816,-51237300.37438927,-21853129.10281505,10.67158650098113,-25.95169919319819,-11.31732895680682,151112752.24788734,30.256493256468843
2023-103/00:00.000000,-139528659.9755302,-53471479.27369931,-22827763.51790101,11.15287005047445,-25.76422259467257,-11.24310242334154,151157377.71446684,30.242173010092298
2023-104/00:00.000000,-138544414.3983423,-55689132.04522067,-23795832.51463521,11.629914087127,-25.56916754400724,-11.16535823296785,151202102.61102256,30.227511558809653
2023-105/00:00.000000,-137519140.1732962,-57889608.68298491,-24757033.96449523,12.10258692730295,-25.36664374319565,-11.08413767658206,151246922.07840458,30.212536026632343
2023-106/00:00.000000,-136453220.5956983,-60072268.61609342,-25711069.29857821,12.57076083679604,-25.15676342031355,-10.99948363429108,151291830.4208746,30.197274943653248
2023-107/00:00.000000,-135347049.6203904,-62236481.2197409,-26657643.79616693,13.03431268754543,-24.93964014342695,-10.91144000000293,151336821.05926135,30.181757413941366
2023-108/00:00.000000,-134201031.8518912,-64381625.6459749,-27596466.52385423,13.49312246642581,-24.71538880618741,-10.82005173570139,151381886.74849108,30.166012618478987
2023-109/00:00.000000,-133015582.0871782,-66507091.00322141,-28527250.47216528,13.94707362556531,-24.48412479116882,-10.72536462220167,151427019.55464643,30.150069250096962
2023-110/00:00.000000,-131791124.9422054,-68612276.36391358,-29449712.61671892,14.39605275427256,-24.2459631862689,-10.62742501413534,151472210.83280385,30.133954738214744
2023-111/00:00.000000,-130528094.8775188,-70696590.80409662,-30363574.00384689,14.83994986823374,-24.00101919738247,-10.52628022314552,151517451.56899753,30.117695960033146
2023-112/00:00.000000,-129226935.5781089,-72759453.21146807,-31268559.73731624,15.27865760914577,-23.74940685486236,-10.4219779275951,151562732.02402574,30.101317715651096
2023-113/00:00.000000,-127888099.9273822,-74800292.33523965,-32164399.09061834,15.71207175825433,-23.49123939406738,-10.314566472762,151608042.02064604,30.08484350510972
2023-114/00:00.000000,-126512049.6934313,-76818546.71472132,-33050825.56665781,16.14009123544625,-23.22662877414778,-10.20409464061091,151653370.9075822,30.068295208327704
2023-115/00:00.000000,-125099255.255466,-78813664.40741082,-33927576.84649035,16.56261740945709,-22.95568571495917,-10.09061163770999,151698707.42188516,30.051692886077483
2023-116/00:00.000000,-123650195.3847148,-80785103.03611155,-34794394.90840136,16.97955454603767,-22.67851954840548,-9.974166974518413,151744039.77842125,30.03505499120739
2023-117/00:00.000000,-122165357.0076656,-82732329.61639181,-35651026.02256564,17.39080951981041,-22.39523820946332,-9.85481037837049,151789355.59856412,30.01839832180546
2023-118/00:00.000000,-120645235.01636,-84654820.38648716,-36497220.73807179,17.79629163687082,-22.10594831828779,-9.732591749030659,151834641.858914,30.001738103461083
2023-119/00:00.000000,-119090331.9838844,-86552060.79484099,-37332733.94897481,18.19591275341436,-21.81075514101679,-9.60756103241307,151879884.85632515,29.985088122978723
2023-120/00:00.000000,-117501158.0381667,-88423545.28595842,-38157324.84173642,18.58958702976444,-21.50976261937157,-9.479768145612848,151925070.1508015,29.968460720789064
2023-121/00:00.000000,-115878230.6228816,-90268777.23351522,-38970756.91354045,18.97723103679845,-21.20307349208591,-9.349262933109726,151970182.50281203,29.95186706579812
2023-122/00:00.000000,-114222074.2211495,-92087268.86784577,-39772797.97877689,19.35876404801451,-20.89078935516551,-9.216095091425908,152015205.7722559,29.93531750429249
2023-123/00:00.000000,-112533220.228596,-93878541.1367257,-40563220.12689686,19.73410791100594,-20.57301102763915,-9.080314202380807,152060122.8726344,29.918821898606698
2023-124/00:00.000000,-110812206.6935466,-95642123.69135527,-41341799.7322304,20.10318743741404,-20.2498392764589,-8.941969895479971,152104915.7048701,29.902390564600168
2023-125/00:00.000000,-109059577.9292307,-97377554.90254457,-42108317.45867431,20.46593073066037,-19.92137551641467,-8.801111901283408,152149565.02106908,29.886035097300994
2023-126/00:00.000000,-107275884.3963739,-99084382.01629266,-42862558.29810012,20.8222685726149,-19.58772380876221,-8.657790655160499,152194050.59473523,29.869769526178814
2023-127/00:00.000000,-105461682.4909839,-100762161.4762033,-43604311.6633885,21.17213346014799,-19.24899234517304,-8.512057704101522,152238351.45857134,29.853610634507888
2023-128/00:00.000000,-103617534.3666746,-102410459.1467349,-44333371.41318682,21.51545730470788,-18.90529305580079,-8.36396545174304,152282446.1050374,29.837575749956102
2023-129/00:00.000000,-101744008.1796559,-104028850.7411806,-45049535.9958286,21.85216989697551,-18.55674022635032,-8.213566982509048,152326313.15840405,29.82168036195636
2023-130/00:00.000000,-99841678.24371313,-105616921.887633,-45752608.47757115,22.18219928876704,-18.20344670813639,-8.060914983132253,152369931.699274,29.805935444267213
2023-131/00:00.000000,-97911125.13658535,-107174267.662659,-46442396.3517624,22.5054731810625,-17.84552123276761,-7.906060878654571,152413281.092671,29.790346587270097
2023-132/00:00.000000,-95952935.5621409,-108700492.3980298,-47118711.52555552,22.82192208735962,-17.48306842937546,-7.749054851729959,152456340.85335717,29.77491663402028
2023-133/00:00.000000,-93967701.9842203,-110195209.4037514,-47781370.23874655,23.13148068589701,-17.11619029275445,-7.589946143281566,152499090.2714637,29.759648037531
2023-134/00:00.000000,-91956022.48676391,-111658040.7006882,-48430192.92047736,23.43408708239853,-16.74498864296447,-7.428783827955621,152541508.15767303,29.744544225806212
2023-135/00:00.000000,-89918500.29959564,-113088617.1574221,-49065004.25886367,23.72968268954265,-16.36956612646174,-7.265617099722902,152583572.73844612,29.72961028259149
2023-136/00:00.000000,-87855743.50517683,-114486578.5676172,-49685633.21164156,24.01821129514052,-15.99002665141346,-7.100495401756757,152625261.62666646,29.71485253339308
2023-137/00:00.000000,-85768365.12371701,-115851573.8129737,-50291913.03738048,24.29961849659694,-15.60647618741441,-6.93346887679919,152666552.0927802,29.700278596909357
2023-138/00:00.000000,-83656982.73957528,-117183260.9705649,-50883681.33906246,24.57385144586812,-15.2190220728223,-6.764588078874889,152707421.03578454,29.685896644930626
2023-139/00:00.000000,-81522218.39218172,-118481307.40177,-51460780.08630251,24.84085843843937,-14.82777286794994,-6.593903960911769,152747845.09873152,29.671714908778437
2023-140/00:00.000000,-79364698.6102586,-119745390.0007696,-52023055.71785864,25.10058933066592,-14.43283840148527,-6.421467996672078,152787801.01224384,29.6577419960187
2023-141/00:00.000000,-77185054.17574787,-120975195.1275232,-52570359.10463962,25.35299507568455,-14.03432920455403,-6.247331912313116,152827265.50143534,29.643986094182562
2023-142/00:00.000000,-74983920.05015384,-122170418.6746472,-53102545.57598319,25.5980277436767,-13.63235643834595,-6.07154768365329,152866215.4037831,29.630454902060308
2023-143/00:00.000000,-72761935.26966892,-123330766.2533949,-53619475.00752272,25.8356409505829,-13.22703158857818,-5.894167414015269,152904627.8858798,29.617155796550087
2023-144/00:00.000000,-70519742.83943169,-124455953.062148,-54121011.75108158,26.06578949701236,-12.81846636051509,-5.715243266811121,152942480.35031953,29.60409545209998
2023-145/00:00.000000,-68257989.62334736,-125545703.9310058,-54607024.65352634,26.28842953002486,-12.4067725611749,-5.534827402670355,152979750.50464553,29.59127991346701
2023-146/00:00.000000,-65977326.16691843,-126599753.4088912,-55077387.09577657,26.50351872691696,-11.99206186456694,-5.352971846639417,153016416.44158974,29.578714648587297
2023-147/00:00.000000,-63678406.64409798,-127617845.6483431,-55531976.92665432,26.7110161702027,-11.57444577700924,-5.169728443772878,153052456.56975877,29.566404449511808
2023-148/00:00.000000,-61361888.7167614,-128599734.4106178,-55970676.45546157,26.91088244754675,-11.15403554415873,-4.985148781244219,153087849.6166551,29.554353510052913
2023-149/00:00.000000,-59028433.31414331,-129545183.0977215,-56393372.45947435,27.10307992126736,-10.73094201313071,-4.799284094570766,153122574.62796742,29.542565655815668
2023-150/00:00.000000,-56678704.59942445,-130453964.6375725,-56799956.10625123,27.28757257101315,-10.3052755732891,-4.612185189170147,153156610.88703257,29.531044236175237
2023-151/00:00.000000,-54313369.79196661,-131325861.4729472,-57190322.93157549,27.46432629795758,-9.877146221068461,-4.423902452741796,153189937.87709594,29.51979250239449
2023-152/00:00.000000,-51933098.84701464,-132160665.5417942,-57564372.81495672,27.63330952159459,-9.44666333724048,-4.234485752972109,153222535.18945283,29.508814156376015
2023-153/00:00.000000,-49538564.4412901,-132958178.2282309,-57922009.93082648,27.79449310858086,-9.0139364023047,-4.043984845741862,153254382.51188976,29.498113669526948
2023-154/00:00.000000,-47130441.64637984,-133718210.4139822,-58263142.7714455,27.94785113443806,-8.579075538510708,-3.852449835560647,153285459.62258348,29.487697262819538
2023-155/00:00.000000,-44709407.5348439,-134440582.4550574,-58587684.14915101,28.09336062207363,-8.142191866178335,-3.659931603352461,153315746.31110963,29.477572809998385
2023-156/00:00.000000,-42276141.1356584,-135125124.5179508,-58895551.40308192,28.2310010915314,-7.703399439756745,-3.466483144259181,153345222.81566805,29.467750015023622
2023-157/00:00.000000,-39831323.18026973,-135771676.7740025,-59186666.56093302,28.36075308441099,-7.262814781185748,-3.272159400784403,153373870.06563526,29.458238596441564
2023-158/00:00.000000,-37375636.15407031,-136380089.3256885,-59460956.33514081,28.48259547862513,-6.820555628541259,-3.077016223701679,153401669.71286115,29.449045029031858
2023-159/00:00.000000,-34909764.32455612,-136950222.6319168,-59718352.3638818,28.5965069816263,-6.376738937692735,-2.881108842839666,153428604.67717347,29.44017321949681
